,Notes,UCD - ICD Chapter,UCD - ICD Chapter Code,Race,Race Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Year,Year Code,Deaths,Population
2684,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,45-54 years,45-54,2010.0,2010.0,30.0,228013,13.2
2685,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,45-54 years,45-54,2011.0,2011.0,29.0,229766,12.6
2686,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,45-54 years,45-54,2012.0,2012.0,33.0,229244,14.4
2687,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,45-54 years,45-54,2013.0,2013.0,30.0,229616,13.1
2688,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,45-54 years,45-54,2014.0,2014.0,33.0,228916,14.4
2689,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,45-54 years,45-54,2015.0,2015.0,31.0,227481,13.6
2690,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,45-54 years,45-54,2016.0,2016.0,33.0,223723,14.8
2691,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,45-54 years,45-54,2017.0,2017.0,22.0,220425,10.0
2692,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,1999.0,1999.0,33.0,109354,30.2
2693,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2000.0,2000.0,32.0,111636,28.7
2694,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2001.0,2001.0,35.0,114056,30.7
2695,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2002.0,2002.0,34.0,117908,28.8
2696,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2003.0,2003.0,38.0,121448,31.3
2697,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2004.0,2004.0,35.0,125712,27.8
2698,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2005.0,2005.0,28.0,130078,21.5
2699,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2006.0,2006.0,45.0,134451,33.5
2700,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2007.0,2007.0,33.0,138167,23.9
2701,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2008.0,2008.0,26.0,142233,18.3
2702,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2009.0,2009.0,34.0,146520,23.2
2703,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2010.0,2010.0,46.0,151892,30.3
2704,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2011.0,2011.0,45.0,159546,28.2
2705,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2012.0,2012.0,38.0,164496,23.1
2706,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2013.0,2013.0,35.0,170420,20.5
2707,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2014.0,2014.0,44.0,176640,24.9
2708,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2015.0,2015.0,56.0,182454,30.7
2709,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2016.0,2016.0,56.0,186182,30.1
2710,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,55-64 years,55-64,2017.0,2017.0,49.0,191591,25.6
2711,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,1999.0,1999.0,13.0,64139,Unreliable
2712,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2000.0,2000.0,19.0,64798,Unreliable
2713,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2001.0,2001.0,26.0,66865,38.9
2714,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2002.0,2002.0,13.0,68788,Unreliable
2715,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2003.0,2003.0,14.0,70483,Unreliable
2716,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2004.0,2004.0,30.0,71881,41.7
2717,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2005.0,2005.0,19.0,73776,Unreliable
2718,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2006.0,2006.0,24.0,74629,32.2
2719,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2007.0,2007.0,20.0,76188,26.3
2720,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2008.0,2008.0,18.0,78082,Unreliable
2721,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2009.0,2009.0,30.0,80447,37.3
2722,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2010.0,2010.0,19.0,81843,Unreliable
2723,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2011.0,2011.0,36.0,84242,42.7
2724,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2012.0,2012.0,26.0,87731,29.6
2725,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2013.0,2013.0,38.0,91204,41.7
2726,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2014.0,2014.0,60.0,94791,63.3
2727,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2015.0,2015.0,48.0,98666,48.6
2728,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2016.0,2016.0,45.0,102188,44.0
2729,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,65-74 years,65-74,2017.0,2017.0,50.0,107308,46.6
2730,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,1999.0,1999.0,11.0,28321,Unreliable
2731,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2000.0,2000.0,16.0,29068,Unreliable
2732,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2001.0,2001.0,15.0,30568,Unreliable
2733,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2002.0,2002.0,15.0,31456,Unreliable
2734,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2003.0,2003.0,19.0,32278,Unreliable
2735,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2004.0,2004.0,23.0,32984,69.7
2736,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2005.0,2005.0,28.0,33576,83.4
2737,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2006.0,2006.0,35.0,33908,103.2
2738,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2007.0,2007.0,45.0,34333,131.1
2739,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2008.0,2008.0,25.0,34649,72.2
2740,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2009.0,2009.0,34.0,35085,96.9
2741,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2010.0,2010.0,43.0,35951,119.6
2742,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2011.0,2011.0,57.0,37576,151.7
2743,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2012.0,2012.0,62.0,38524,160.9
2744,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2013.0,2013.0,62.0,40337,153.7
2745,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2014.0,2014.0,63.0,42107,149.6
2746,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2015.0,2015.0,75.0,43503,172.4
2747,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2016.0,2016.0,83.0,45142,183.9
2748,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,75-84 years,75-84,2017.0,2017.0,68.0,47766,142.4
2749,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,1999.0,1999.0,12.0,6656,Unreliable
2750,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2001.0,2001.0,14.0,6968,Unreliable
2751,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2003.0,2003.0,13.0,7326,Unreliable
2752,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2004.0,2004.0,15.0,7657,Unreliable
2753,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2005.0,2005.0,15.0,8231,Unreliable
2754,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2006.0,2006.0,23.0,8572,268.3
2755,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2007.0,2007.0,23.0,9048,254.2
2756,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2008.0,2008.0,27.0,9574,282.0
2757,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2009.0,2009.0,47.0,10207,460.5
2758,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2010.0,2010.0,59.0,10470,563.5
2759,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2011.0,2011.0,63.0,11074,568.9
2760,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2012.0,2012.0,60.0,11800,508.5
2761,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2013.0,2013.0,74.0,12477,593.1
2762,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2014.0,2014.0,114.0,13259,859.8
2763,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2015.0,2015.0,95.0,13871,684.9
2764,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2016.0,2016.0,92.0,14396,639.1
2765,Mental and behavioural disorders,F01-F99,Black or African American,2054-5,Male,M,85+ years,85+,2017.0,2017.0,104.0,15430,674.0
2766,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,25-34 years,25-34,2002.0,2002.0,10.0,951055,Unreliable
2767,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,25-34 years,25-34,2012.0,2012.0,12.0,944485,Unreliable
2768,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,25-34 years,25-34,2014.0,2014.0,12.0,962858,Unreliable
2769,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,25-34 years,25-34,2015.0,2015.0,12.0,964848,Unreliable
2770,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,25-34 years,25-34,2016.0,2016.0,22.0,962090,2.3
2771,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,25-34 years,25-34,2017.0,2017.0,18.0,970260,Unreliable
2772,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,1999.0,1999.0,25.0,1155928,2.2
2773,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2000.0,2000.0,15.0,1152891,Unreliable
2774,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2001.0,2001.0,29.0,1142201,2.5
2775,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2002.0,2002.0,24.0,1125968,2.1
2776,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2003.0,2003.0,22.0,1106315,2.0
2777,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2004.0,2004.0,23.0,1084946,2.1
2778,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2005.0,2005.0,20.0,1061194,1.9
2779,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2006.0,2006.0,28.0,1036499,2.7
2780,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2007.0,2007.0,18.0,1007403,Unreliable
2781,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2008.0,2008.0,18.0,977458,Unreliable
2782,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2009.0,2009.0,19.0,944489,Unreliable
2783,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2010.0,2010.0,18.0,924084,Unreliable
2784,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2011.0,2011.0,21.0,899647,2.3
2785,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2012.0,2012.0,17.0,885259,Unreliable
2786,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2013.0,2013.0,11.0,872370,Unreliable
2787,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2014.0,2014.0,16.0,861469,Unreliable
2788,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2015.0,2015.0,19.0,851801,Unreliable
2789,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2016.0,2016.0,22.0,836014,2.6
2790,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,35-44 years,35-44,2017.0,2017.0,13.0,830773,Unreliable
2791,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,1999.0,1999.0,31.0,995847,3.1
2792,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2000.0,2000.0,33.0,1015803,3.2
2793,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2001.0,2001.0,31.0,1042225,3.0
2794,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2002.0,2002.0,27.0,1039892,2.6
2795,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2003.0,2003.0,39.0,1046285,3.7
2796,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2004.0,2004.0,43.0,1052747,4.1
2797,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2005.0,2005.0,29.0,1058998,2.7
2798,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2006.0,2006.0,53.0,1065052,5.0
2799,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2007.0,2007.0,35.0,1068719,3.3
2800,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2008.0,2008.0,30.0,1071317,2.8
2801,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2009.0,2009.0,52.0,1074816,4.8
2802,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2010.0,2010.0,36.0,1072793,3.4
2803,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2011.0,2011.0,51.0,1060991,4.8
2804,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2012.0,2012.0,42.0,1046598,4.0
2805,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2013.0,2013.0,38.0,1030583,3.7
2806,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2014.0,2014.0,38.0,1012669,3.8
2807,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2015.0,2015.0,50.0,994596,5.0
2808,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2016.0,2016.0,30.0,971811,3.1
2809,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,45-54 years,45-54,2017.0,2017.0,55.0,947313,5.8
2810,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,1999.0,1999.0,22.0,691023,3.2
2811,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2000.0,2000.0,25.0,698354,3.6
2812,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2001.0,2001.0,28.0,713492,3.9
2813,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2002.0,2002.0,38.0,750744,5.1
2814,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2003.0,2003.0,29.0,777141,3.7
2815,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2004.0,2004.0,38.0,801314,4.7
2816,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2005.0,2005.0,38.0,822688,4.6
2817,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2006.0,2006.0,46.0,845290,5.4
2818,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2007.0,2007.0,46.0,864219,5.3
2819,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2008.0,2008.0,47.0,876582,5.4
2820,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2009.0,2009.0,49.0,899296,5.4
2821,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2010.0,2010.0,59.0,918247,6.4
2822,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2011.0,2011.0,73.0,946215,7.7
2823,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2012.0,2012.0,70.0,947862,7.4
2824,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2013.0,2013.0,51.0,957409,5.3
2825,Mental and behavioural disorders,F01-F99,White,2106-3,Female,F,55-64 years,55-64,2014.0,2014.0,50.0,965804,5.2
